CaseNum,Price,CaseName,KCC,"Architecture/PV
(kW)","Grid/Energy Purchased
(kWh)",Architecture/G1500,Architecture/1kWh LI,"Cost/COE
($)"
2.6MWe,24,Anchorage,dfc,83588.38908589371,170853.25,29,150237,0.3702836334705353
2.6MWe,24,Ashland,dfb,43293.99116883231,148094.5,16,72447,0.19030225276947021
2.6MWe,24,AtlantaGA,cfa,94064.89854399842,187339.96875,5,78805,0.21799533069133759
2.6MWe,24,BangorME,dfb,77474.92126889524,186776.28125,9,115655,0.251200795173645
2.6MWe,24,BendOre,bsk,44711.63708562897,204656.75,10,95662,0.19398872554302216
2.6MWe,24,BentonCountyOregon,csb,69018.41689436171,194988.28125,14,109672,0.2535223066806793
2.6MWe,24,BirminghamAL,cfa,96476.6785371592,157763.03125,4,96000,0.23492416739463806
2.6MWe,24,BismarckND,dfb,22890.5373381842,188519.9375,9,65182,0.13146956264972687
2.6MWe,24,BlaineCountyMontana,bsk,18829.620519873875,188407.890625,10,69350,0.13462404906749725
2.6MWe,24,BoiseID,bsk,59773.58488358047,231074.8125,9,97800,0.21112707257270813
2.6MWe,24,BrewsterMA,dfb,18995.269515347598,1284984.0,13,51369,0.13489675521850586
2.6MWe,24,BurlingtonVT,dfa,79442.22878419452,191722.484375,11,118890,0.2645801305770874
2.6MWe,24,Buttonwillow,bwk,63567.447153118526,214039.859375,11,106395,0.23218856751918793
2.6MWe,24,CarsonCityNV,bsk,55550.74884057317,215151.15625,13,130414,0.2549936771392822
2.6MWe,24,CheyenneWY,bsk,26760.517997950777,1408232.0,9.0,42807,0.12122360616922379
2.6MWe,24,Chicago,dfa,29313.750578987347,143882.109375,15,66799,0.1634296327829361
2.6MWe,24,CoalvilleUT,dfb,61015.79689051284,238329.796875,8,103782,0.2151661068201065
2.6MWe,24,ColumbiaMO,cfa,45117.98042821335,194794.375,13,74706,0.18387502431869507
2.6MWe,24,ColumbusOH,dfa,61658.50034983129,209732.484375,13,76206,0.20586222410202026
2.6MWe,24,CrestedButteCO,dfc,65069.5254553685,217552.0625,4,81265,0.18137721717357635
2.6MWe,24,DesMoinesIA,dfa,23377.693598766073,168421.859375,10,67489,0.138126939535141
2.6MWe,24,DetroitMI,dfa,32392.15224193699,157000.21875,14,61956,0.15846551954746246
2.6MWe,24,EielsonAFB,dfc,75009.98471878833,158357.21875,28,137148,0.3422222137451172
2.6MWe,24,Everglades,am,62106.36811911672,133466.1875,12,76588,0.20251211524009705
2.6MWe,24,Flagstaff,dsb,48137.14224633731,189663.859375,5,77789,0.16053783893585205
2.6MWe,24,GreatFallsMT,bsk,32242.688661144475,191375.96875,12,60180,0.14909808337688446
2.6MWe,24,Hilo,af,41180.05538244569,162348.796875,11,82498,0.17939211428165436
2.6MWe,24,IdahoFalls,dfb,46550.307398869154,176129.921875,12,78840,0.1860530972480774
2.6MWe,24,JacksonMS,cfa,93533.84284859998,162448.3125,5,82733,0.22127212584018707
2.6MWe,24,Kauai,cfb,21623.84706710438,205293.71875,7,66877,0.12424499541521072
2.6MWe,24,KootenaiCountyID,dsb,78334.78140310306,216106.15625,17,136642,0.30460119247436523
2.6MWe,24,LancasterPA,dfa,82702.96264111505,186851.5625,7,108143,0.24221676588058472
2.6MWe,24,LaredoTX,bsh,28743.75765378413,214317.96875,8,69837,0.1399218738079071
2.6MWe,24,LincolnNE,dfa,21633.497458617316,182696.390625,9,66836,0.131613627076149
2.6MWe,24,LittleRockAR,cfa,81759.36791666845,198492.09375,7,76999,0.20862476527690887
2.6MWe,24,Longview,csb,76800.8,188853.546875,14,136991,0.29155728220939636
2.6MWe,24,LosAlamosNM,dfb,57251.85744869049,174646.78125,5,76030,0.1697947382926941
2.6MWe,24,MarlintonWV,cfb,81191.93793732091,147185.390625,11,83027,0.22899362444877625
2.6MWe,24,MedfordOR,csa,105843.2952936158,182772.078125,10,115331,0.2894563674926758
2.6MWe,24,MemphisTN,cfa,41551.96350495436,179479.90625,11,74795,0.17193275690078735
2.6MWe,24,Miami,af,30561.91793090345,173357.796875,3,70763,0.12394873797893524
2.6MWe,24,MobileAL,cfa,96001.0,141606.609375,4,80310,0.21785245835781097
2.6MWe,24,MoscowID,csb,58117.21303828693,168662.3125,16,101890,0.23938903212547302
2.6MWe,24,NOLA,cfa,70949.53805354386,162202.359375,8,74653,0.1964367777109146
2.6MWe,24,NeahBay,cfb,80775.01835118342,151558.21875,10,76898,0.21832990646362305
2.6MWe,24,OKCity,cfa,17743.340403415623,191605.734375,9,71171,0.13142038881778717
2.6MWe,24,ORNL,cfa,87299.67755540952,209818.46875,7,89674,0.22873809933662415
2.6MWe,24,PhoenixAZ,bwh,40407.3931748969,213227.078125,4,76803,0.14676417410373688
2.6MWe,24,PrescottAZ,csa,39974.85885313954,194780.515625,4,75137,0.14400359988212585
2.6MWe,24,Pueblo,bsk,43081.78314422732,203026.75,8,69797,0.15741421282291412
2.6MWe,24,RaleighNC,cfa,81169.9427795935,194327.234375,6,80166,0.20740608870983124
2.6MWe,24,RapidCitySD,bsk,20763.885938276733,168677.109375,12,70290,0.14539220929145813
2.6MWe,24,ReddingCA,csa,75719.52145346277,215483.015625,8,113426,0.24313248693943024
2.6MWe,24,RichmondVA,cfa,94866.69683044835,195126.0,6,83656,0.22787755727767944
2.6MWe,24,Sacramento,csa,61386.097340956985,229573.328125,7,93518,0.20105883479118347
2.6MWe,24,SouthBendIN,dfa,37865.31372932358,166723.40625,11,62455,0.1544385701417923
